id_zgloszenia,godzina,pilnosci,rodzja,numer dyspozytora,id_zdarzenia
289,23:41:07,3,drogowe,81,289
290,22:54:05,2,drogowe,94,290
291,11:36:11,5,kryminalne,57,291
292,02:44:19,5,drogowe,88,292
293,00:59:36,1,drogowe,100,293
294,17:07:18,5,drogowe,20,294
295,18:37:36,1,drogowe,63,295
296,05:22:18,1,kryminalne,62,296
297,13:11:27,4,inne,50,297
298,23:54:09,4,inne,66,298
299,17:44:14,4,kryminalne,32,299
300,06:30:51,5,kryminalne,13,300
301,17:07:37,4,inne,98,301
302,19:14:25,4,inne,47,302
303,04:56:59,4,inne,23,303
304,02:22:37,2,inne,42,304
305,13:32:20,3,drogowe,109,305
306,07:15:31,4,kryminalne,61,306
307,18:30:23,2,drogowe,86,307
308,20:48:21,1,inne,100,308
309,06:29:41,1,inne,98,309
310,08:47:27,2,drogowe,78,310
311,00:37:40,3,kryminalne,51,311
312,05:15:24,5,inne,33,312
313,04:01:19,3,kryminalne,34,313
314,13:24:31,1,kryminalne,64,314
315,08:26:13,3,inne,98,315
316,03:09:41,3,inne,53,316
317,14:14:25,2,inne,83,317
318,08:32:04,3,inne,100,318
319,02:28:39,1,drogowe,107,319
320,19:34:14,4,kryminalne,11,320
321,00:49:15,2,kryminalne,41,321
322,10:31:16,4,drogowe,33,322
323,01:30:23,4,drogowe,106,323
324,15:42:45,3,drogowe,106,324
325,18:43:30,5,kryminalne,78,325
326,19:16:58,1,inne,41,326
327,16:02:10,4,kryminalne,57,327
328,12:03:16,4,kryminalne,108,328
329,11:46:01,1,kryminalne,21,329
330,20:28:44,2,inne,105,330
331,19:02:56,4,drogowe,15,331
332,11:52:44,3,kryminalne,18,332
333,23:42:29,1,kryminalne,105,333
334,02:00:15,3,inne,32,334
335,02:17:16,5,inne,60,335
336,22:44:51,2,kryminalne,22,336
337,21:58:27,2,inne,64,337
338,07:02:31,2,kryminalne,46,338
339,22:41:01,1,drogowe,27,339
340,10:07:56,3,kryminalne,51,340
341,14:36:49,1,drogowe,80,341
342,15:30:16,5,drogowe,37,342
343,16:30:47,1,kryminalne,87,343
344,06:19:08,5,drogowe,64,344
345,21:10:06,5,kryminalne,43,345
346,09:17:22,2,drogowe,26,346
347,01:47:59,3,inne,32,347
348,23:07:29,3,inne,64,348
349,06:53:57,1,drogowe,48,349
350,20:28:26,1,drogowe,60,350
351,16:44:05,3,kryminalne,94,351
352,21:06:34,2,kryminalne,19,352
353,16:30:56,5,drogowe,77,353
354,03:33:31,5,drogowe,36,354
355,11:07:45,4,drogowe,45,355
356,02:14:36,2,drogowe,102,356
357,13:50:44,3,drogowe,27,357
358,23:07:24,3,inne,75,358
359,01:18:06,2,drogowe,60,359
360,17:57:02,3,drogowe,100,360
361,18:55:21,3,inne,45,361
362,07:41:55,1,kryminalne,83,362
363,00:55:20,4,inne,16,363
364,04:43:25,4,inne,64,364
365,01:15:52,4,inne,106,365
366,17:17:13,3,kryminalne,49,366
367,06:45:00,2,drogowe,84,367
368,14:51:06,2,kryminalne,93,368
369,08:25:32,4,kryminalne,76,369
370,01:57:16,1,drogowe,74,370
371,11:10:02,1,inne,88,371
372,15:02:38,2,inne,62,372
373,12:57:17,4,drogowe,80,373
374,18:59:01,4,inne,37,374
375,05:38:44,4,kryminalne,94,375
376,10:18:09,2,inne,91,376
377,10:37:07,5,inne,87,377
378,04:05:28,1,inne,41,378
379,00:38:35,5,drogowe,45,379
380,12:20:40,1,inne,96,380
381,21:01:50,4,inne,60,381
382,17:10:56,1,drogowe,99,382
383,06:35:58,5,drogowe,56,383
384,11:44:06,1,kryminalne,43,384
385,18:21:09,1,drogowe,104,385
386,08:49:22,2,kryminalne,92,386
387,06:36:38,1,kryminalne,67,387
388,04:22:07,1,kryminalne,11,388
389,20:44:52,4,inne,98,389
390,00:15:35,3,drogowe,31,390
391,13:05:59,3,kryminalne,37,391
392,04:56:40,1,inne,60,392
393,17:46:14,4,inne,40,393
394,03:23:21,4,kryminalne,86,394
395,23:36:06,3,kryminalne,39,395
396,12:46:31,2,kryminalne,62,396
397,05:30:27,1,inne,93,397
398,06:47:10,5,drogowe,75,398
399,18:37:37,1,drogowe,21,399
400,19:53:56,4,kryminalne,38,400
401,03:18:29,3,inne,63,401
402,09:10:54,4,kryminalne,15,402
403,05:39:41,3,kryminalne,45,403
404,02:09:01,3,kryminalne,110,404
405,11:04:36,2,inne,27,405
406,03:10:26,3,drogowe,96,406
407,16:14:50,1,inne,53,407
408,04:52:16,1,kryminalne,104,408
409,20:31:56,3,kryminalne,71,409
410,01:56:36,3,kryminalne,23,410
411,20:14:23,4,inne,59,411
412,07:27:50,4,inne,26,412
413,09:27:46,3,inne,108,413
414,10:07:09,3,inne,36,414
415,18:55:52,5,drogowe,83,415
416,05:22:14,2,kryminalne,49,416
417,12:10:12,5,kryminalne,98,417
418,17:31:43,4,kryminalne,81,418
419,08:22:35,2,drogowe,57,419
420,11:23:22,1,drogowe,74,420
421,01:05:02,3,drogowe,19,421
422,21:27:42,5,drogowe,20,422
423,20:24:41,3,inne,56,423
424,12:26:29,4,inne,16,424
425,20:16:50,3,inne,25,425
426,02:10:06,2,drogowe,31,426
427,14:50:15,2,inne,36,427
428,09:01:40,5,kryminalne,20,428
429,02:15:08,5,kryminalne,53,429
430,02:01:02,3,kryminalne,105,430
431,09:11:37,4,drogowe,20,431
432,06:37:00,3,inne,39,432
433,21:09:29,4,kryminalne,61,433
434,16:57:08,4,drogowe,51,434
435,20:29:52,5,kryminalne,92,435
436,01:37:26,5,kryminalne,64,436
437,08:05:23,1,drogowe,38,437
438,04:05:34,1,drogowe,32,438
439,18:48:42,1,drogowe,47,439
440,01:06:53,2,drogowe,31,440
441,10:42:20,5,drogowe,12,441
442,12:30:54,3,inne,37,442
443,17:16:22,3,inne,52,443
444,09:30:21,3,inne,48,444
445,04:01:10,2,drogowe,81,445
446,14:12:48,5,kryminalne,57,446
447,14:43:25,5,inne,40,447
448,10:12:12,1,inne,49,448
449,14:10:44,1,inne,22,449
450,16:54:58,4,kryminalne,109,450
451,10:57:06,3,kryminalne,35,451
452,11:45:23,1,kryminalne,56,452
453,10:05:34,3,drogowe,40,453
454,20:53:58,2,kryminalne,20,454
455,18:22:55,5,drogowe,49,455
456,03:59:27,5,inne,104,456
457,09:48:54,5,inne,81,457
458,19:52:09,2,inne,77,458
459,16:32:30,1,kryminalne,54,459
460,17:18:00,2,kryminalne,48,460
461,05:25:47,1,inne,79,461
462,17:54:57,4,drogowe,13,462
463,19:12:20,2,kryminalne,68,463
464,09:10:19,3,inne,103,464
465,19:38:10,3,inne,94,465
466,19:56:19,3,inne,93,466
467,11:09:52,3,kryminalne,15,467
468,02:04:28,5,kryminalne,109,468
469,13:19:31,5,kryminalne,25,469
470,05:48:40,1,inne,111,470
471,23:09:03,5,inne,32,471
472,00:09:50,4,kryminalne,20,472
473,08:53:13,4,kryminalne,58,473
474,03:17:30,2,inne,28,474
475,17:03:48,4,drogowe,55,475
476,06:01:40,4,inne,29,476
477,16:34:12,1,inne,69,477
478,02:32:18,5,inne,69,478
479,15:56:30,3,inne,65,479
480,12:11:30,3,drogowe,71,480
481,16:29:12,3,kryminalne,38,481
482,20:21:21,1,drogowe,90,482
483,14:49:17,1,drogowe,73,483
484,11:35:13,1,inne,22,484
485,03:36:30,3,inne,36,485
486,08:20:02,1,drogowe,100,486
487,14:50:47,2,kryminalne,16,487
488,15:41:23,1,kryminalne,74,488
489,09:27:40,5,kryminalne,85,489
490,07:31:01,1,inne,33,490
491,17:19:42,3,kryminalne,22,491
492,13:47:25,5,kryminalne,56,492
493,04:03:35,2,kryminalne,29,493
494,23:20:11,1,kryminalne,50,494
495,07:18:56,2,kryminalne,76,495
496,07:32:17,2,inne,80,496
497,20:02:13,2,inne,109,497
498,04:29:05,2,drogowe,100,498
499,16:40:00,2,drogowe,90,499
500,08:59:08,5,inne,66,500
501,04:47:37,1,drogowe,81,501
502,09:12:39,3,kryminalne,55,502
503,08:15:24,4,kryminalne,73,503
504,14:28:19,4,drogowe,29,504
505,06:15:26,3,inne,50,505
506,02:27:46,5,drogowe,28,506
507,10:08:32,2,inne,21,507
508,16:09:29,5,inne,110,508
509,01:09:30,5,kryminalne,57,509
510,16:26:58,2,kryminalne,106,510
511,10:53:38,4,kryminalne,108,511
512,06:59:59,3,inne,100,512
513,05:21:16,2,inne,89,513
514,03:52:07,2,inne,92,514
515,15:39:10,3,drogowe,18,515
516,15:25:42,1,inne,69,516
517,20:59:01,5,drogowe,30,517
518,13:56:50,5,kryminalne,41,518
519,07:30:27,2,inne,95,519
520,06:56:11,4,inne,74,520
521,03:26:17,2,inne,57,521
522,12:54:57,3,drogowe,84,522
523,03:06:24,4,inne,67,523
524,03:20:11,5,kryminalne,25,524
525,01:37:24,1,kryminalne,24,525
526,06:50:26,4,kryminalne,106,526
527,06:55:17,1,kryminalne,99,527
528,02:17:51,2,kryminalne,72,528
529,17:08:20,3,drogowe,36,529
530,21:05:37,2,kryminalne,46,530
531,07:02:26,3,kryminalne,32,531
532,18:49:18,1,drogowe,39,532
533,03:13:30,1,kryminalne,23,533
534,07:49:54,2,inne,66,534
535,07:44:41,3,kryminalne,15,535
536,19:26:53,1,inne,37,536
537,04:54:23,2,kryminalne,77,537
538,07:58:31,3,inne,36,538
539,09:23:36,1,drogowe,58,539
540,02:19:54,3,kryminalne,83,540
541,21:27:09,2,kryminalne,104,541
542,10:12:04,1,drogowe,31,542
543,17:37:36,1,kryminalne,100,543
544,11:12:34,5,drogowe,60,544
545,22:43:18,1,kryminalne,51,545
546,18:40:59,5,drogowe,72,546
547,04:09:49,2,drogowe,34,547
548,19:45:05,2,drogowe,46,548
549,12:56:24,5,drogowe,50,549
550,07:30:04,2,inne,86,550
551,22:10:06,5,drogowe,31,551
552,18:32:36,4,kryminalne,98,552
553,15:52:42,1,drogowe,19,553
554,06:54:15,2,kryminalne,105,554
555,21:07:55,1,kryminalne,50,555
556,15:21:26,3,inne,51,556
557,04:44:55,2,drogowe,85,557
558,00:02:43,2,kryminalne,78,558
559,08:21:39,1,drogowe,92,559
560,02:15:39,5,drogowe,101,560
561,19:44:06,4,drogowe,95,561
562,20:44:22,2,kryminalne,110,562
563,22:02:36,1,inne,79,563
564,09:31:46,3,inne,70,564
565,07:28:58,3,inne,37,565
566,14:14:32,2,kryminalne,73,566
567,10:39:21,3,inne,27,567
568,17:12:01,5,kryminalne,32,568
569,09:41:02,4,kryminalne,21,569
570,23:07:04,1,drogowe,46,570
571,00:57:36,3,drogowe,69,571
572,21:32:50,3,kryminalne,57,572
573,03:25:50,2,kryminalne,83,573
574,02:09:05,2,inne,86,574
575,19:31:56,4,kryminalne,99,575
576,17:00:55,3,inne,32,576
577,16:23:30,1,drogowe,12,577
578,17:09:17,1,inne,58,578
579,17:02:00,3,inne,71,579
580,21:44:42,1,drogowe,90,580
581,11:10:20,2,inne,84,581
582,02:26:10,1,inne,64,582
583,18:53:25,1,inne,76,583
584,20:34:01,3,inne,53,584
585,11:23:59,1,drogowe,16,585
586,17:56:49,1,inne,63,586
587,12:15:09,5,drogowe,59,587
588,18:58:49,3,kryminalne,102,588
589,02:58:16,3,inne,82,589
590,14:03:22,1,kryminalne,52,590
591,17:27:06,1,inne,34,591
592,13:27:37,5,kryminalne,69,592
593,00:21:13,1,inne,99,593
594,23:01:34,1,drogowe,95,594
595,08:56:23,2,kryminalne,16,595
596,16:21:45,2,drogowe,61,596
597,05:53:45,3,drogowe,110,597
598,18:22:05,5,drogowe,47,598
599,16:37:31,2,kryminalne,82,599
600,06:38:32,2,inne,26,600
601,06:25:52,1,drogowe,20,601
602,11:05:25,2,kryminalne,65,602
603,03:15:03,2,kryminalne,111,603
604,06:56:04,4,kryminalne,20,604
605,06:23:43,1,inne,71,605
606,07:13:49,4,drogowe,56,606
607,16:28:51,2,kryminalne,103,607
608,02:54:45,1,kryminalne,99,608
609,00:10:38,1,inne,33,609
610,01:26:12,1,inne,79,610
611,10:42:19,3,inne,111,611
612,16:05:28,4,kryminalne,83,612
613,11:09:01,3,drogowe,74,613
614,06:22:59,2,inne,92,614
615,21:12:35,2,kryminalne,103,615
616,09:22:06,2,inne,72,616
617,17:52:45,4,drogowe,99,617
618,00:58:30,5,inne,36,618
619,12:28:25,3,inne,79,619
620,11:26:13,2,kryminalne,89,620
621,18:39:35,5,kryminalne,99,621
622,20:09:26,4,drogowe,50,622
623,04:52:29,3,drogowe,59,623
624,02:32:50,5,inne,44,624
625,15:14:30,2,inne,84,625
626,07:25:00,2,inne,18,626
627,20:13:07,3,drogowe,27,627
628,23:45:18,5,drogowe,35,628
629,19:54:25,1,kryminalne,67,629
630,06:25:36,5,kryminalne,107,630
631,10:28:45,4,kryminalne,72,631
632,11:11:53,3,inne,40,632
633,11:05:13,5,kryminalne,26,633
634,01:44:56,3,drogowe,49,634
635,05:28:03,1,kryminalne,71,635
636,02:11:10,5,kryminalne,101,636
637,06:10:22,4,drogowe,77,637
638,12:59:28,1,drogowe,11,638
639,02:15:48,3,inne,23,639
640,07:08:28,1,inne,43,640
641,18:24:04,3,drogowe,97,641
642,21:07:18,4,drogowe,90,642
643,05:13:57,1,drogowe,21,643
644,08:27:43,3,inne,21,644
645,05:37:19,4,drogowe,34,645
646,00:11:51,3,drogowe,76,646
647,20:38:08,2,kryminalne,80,647
648,22:19:01,2,inne,34,648
649,02:41:45,4,inne,57,649
650,07:57:15,4,kryminalne,86,650
651,23:32:59,1,inne,11,651
652,23:34:36,3,inne,76,652
653,23:55:48,4,drogowe,50,653
654,02:08:06,1,drogowe,81,654
655,08:40:49,5,inne,78,655
656,20:05:26,3,inne,34,656
657,03:37:02,2,kryminalne,21,657
658,13:54:32,2,drogowe,16,658
659,23:49:00,4,inne,52,659
660,19:14:04,2,inne,66,660
661,03:09:32,3,inne,64,661
662,02:27:22,3,drogowe,62,662
663,14:20:24,1,kryminalne,69,663
664,21:10:13,2,kryminalne,97,664
665,19:21:36,1,kryminalne,30,665
666,23:30:19,3,inne,70,666
667,23:08:53,3,inne,73,667
668,02:54:05,1,kryminalne,54,668
669,21:10:55,1,kryminalne,101,669
670,04:49:16,3,inne,79,670
671,07:40:19,1,drogowe,36,671
672,17:05:32,5,kryminalne,68,672
673,13:23:24,2,inne,54,673
674,22:53:30,2,kryminalne,82,674
675,14:28:34,4,drogowe,92,675
676,09:46:19,4,inne,14,676
677,15:51:05,5,drogowe,103,677
678,17:00:27,5,drogowe,16,678
679,11:11:51,1,drogowe,89,679
680,17:04:14,2,inne,90,680
681,11:03:07,1,inne,111,681
682,20:37:55,5,drogowe,14,682
683,08:23:53,1,kryminalne,98,683
684,03:53:21,3,drogowe,60,684
685,08:52:42,5,drogowe,105,685
686,23:02:17,5,inne,109,686
687,15:06:39,2,drogowe,43,687
688,08:22:00,4,inne,110,688
689,06:12:22,5,drogowe,78,689
690,07:02:30,5,inne,18,690
691,02:07:49,1,inne,81,691
692,02:47:45,1,kryminalne,29,692
693,04:53:48,4,drogowe,50,693
694,11:48:10,3,drogowe,38,694
695,04:12:40,3,inne,61,695
696,00:32:24,4,drogowe,65,696
697,09:03:37,2,kryminalne,43,697
698,15:49:55,5,drogowe,110,698
699,15:34:13,1,kryminalne,59,699
700,16:30:52,1,drogowe,110,700
701,02:44:53,4,inne,61,701
702,12:12:47,4,drogowe,25,702
703,02:10:07,4,kryminalne,25,703
704,07:51:45,3,inne,59,704
705,00:55:28,3,drogowe,82,705
706,23:41:04,5,kryminalne,99,706
707,13:55:30,5,drogowe,74,707
708,22:29:17,5,inne,94,708
709,12:11:39,2,kryminalne,94,709
710,06:18:28,4,kryminalne,30,710
711,23:43:13,5,drogowe,70,711
712,18:44:42,4,kryminalne,72,712
713,18:59:16,1,kryminalne,93,713
714,12:47:18,1,kryminalne,77,714
715,13:51:54,1,drogowe,109,715
716,20:20:10,5,inne,13,716
717,15:56:17,4,inne,41,717
718,14:17:59,5,kryminalne,98,718
719,21:15:25,3,kryminalne,13,719
720,09:16:29,1,kryminalne,57,720
721,15:50:44,5,drogowe,21,721
722,10:28:23,1,drogowe,38,722
723,14:18:44,3,kryminalne,104,723
724,18:42:34,3,drogowe,56,724
725,00:57:53,4,drogowe,83,725
726,05:20:16,4,drogowe,50,726
727,02:19:44,1,kryminalne,15,727
728,06:06:32,3,kryminalne,107,728
729,13:13:42,3,drogowe,61,729
730,05:23:16,4,drogowe,40,730
731,06:41:04,1,kryminalne,83,731
732,00:39:16,3,kryminalne,66,732
733,18:46:46,5,kryminalne,70,733
734,07:41:04,4,inne,11,734
735,17:38:08,1,kryminalne,13,735
736,05:07:20,5,kryminalne,73,736
737,03:25:34,1,drogowe,87,737
738,09:40:23,5,drogowe,31,738
739,14:57:52,3,inne,61,739
740,19:34:39,2,drogowe,15,740
741,18:54:41,5,kryminalne,54,741
742,16:13:26,5,kryminalne,101,742
743,01:20:42,4,inne,85,743
744,19:30:33,1,inne,109,744
745,17:01:59,5,inne,82,745
746,10:41:34,5,kryminalne,104,746
747,04:00:20,3,inne,102,747
748,02:57:48,5,inne,64,748
749,02:44:33,4,inne,52,749
750,04:35:53,1,inne,40,750
751,13:24:35,5,inne,31,751
752,17:11:16,1,drogowe,50,752
753,12:35:38,4,kryminalne,45,753
754,21:13:07,3,drogowe,87,754
755,11:24:16,2,kryminalne,85,755
756,01:08:43,4,drogowe,85,756
757,09:24:03,4,drogowe,28,757
758,09:25:10,4,drogowe,74,758
759,12:38:27,4,kryminalne,40,759
760,09:31:14,3,kryminalne,93,760
761,11:28:15,2,kryminalne,56,761
762,21:14:51,2,drogowe,97,762
763,02:02:54,2,kryminalne,100,763
764,05:10:09,4,inne,53,764
765,10:49:35,2,drogowe,111,765
766,01:32:09,5,drogowe,54,766
767,22:36:32,2,kryminalne,32,767
768,18:18:43,5,inne,22,768
769,05:12:32,2,drogowe,81,769
770,12:09:52,4,inne,44,770
771,01:18:34,1,kryminalne,67,771
772,12:15:18,3,drogowe,110,772
773,15:28:29,2,kryminalne,34,773
774,21:15:33,4,drogowe,75,774
775,02:36:42,4,drogowe,48,775
776,17:26:22,5,drogowe,41,776
777,12:05:55,1,inne,48,777
778,03:01:07,5,inne,91,778
779,07:54:02,3,kryminalne,42,779
780,15:04:02,5,inne,48,780
781,19:16:11,3,drogowe,67,781
782,16:36:04,1,drogowe,110,782
783,02:07:52,4,inne,104,783
784,05:21:11,1,kryminalne,108,784
785,15:43:24,5,inne,66,785
786,08:24:25,5,drogowe,15,786
787,11:26:22,2,inne,47,787
788,18:41:00,1,drogowe,53,788
789,23:15:43,5,inne,61,789
790,17:50:31,5,kryminalne,80,790
791,17:59:40,5,drogowe,99,791
792,15:31:40,1,inne,88,792
793,19:47:51,4,kryminalne,21,793
794,04:20:31,3,inne,60,794
795,01:26:41,4,inne,53,795
796,15:40:35,5,kryminalne,25,796
797,19:17:29,4,kryminalne,108,797
798,14:04:45,1,kryminalne,58,798
799,23:28:52,2,kryminalne,44,799
800,16:38:53,4,kryminalne,58,800
801,11:43:54,5,drogowe,70,801
802,12:01:36,1,kryminalne,18,802
803,09:40:18,4,inne,82,803
804,06:00:07,1,kryminalne,50,804
805,18:50:01,3,kryminalne,69,805
806,22:35:50,1,inne,44,806
807,13:11:41,2,kryminalne,21,807
808,02:36:03,5,kryminalne,17,808
809,10:00:09,2,inne,58,809
810,08:43:53,2,inne,94,810
811,08:48:58,5,kryminalne,95,811
812,01:12:18,4,kryminalne,95,812
813,12:19:05,1,kryminalne,66,813
814,07:26:11,3,kryminalne,66,814
815,18:37:45,5,drogowe,78,815
816,00:33:35,5,drogowe,71,816
817,02:04:28,1,drogowe,78,817
818,15:56:28,1,kryminalne,72,818
819,10:39:42,3,kryminalne,28,819
820,19:08:37,1,kryminalne,14,820
821,13:00:04,3,drogowe,42,821
822,13:28:25,2,drogowe,89,822
823,00:02:39,2,drogowe,59,823
824,23:15:26,5,drogowe,32,824
825,12:52:20,1,drogowe,38,825
826,10:14:58,2,kryminalne,81,826
827,00:21:09,1,inne,66,827
828,23:44:46,1,inne,74,828
829,16:38:54,4,kryminalne,93,829
830,22:39:04,5,inne,44,830
831,03:35:33,5,inne,81,831
832,22:23:47,5,drogowe,13,832
833,09:04:00,3,drogowe,15,833
834,22:14:37,1,inne,49,834
835,07:26:22,2,drogowe,107,835
836,17:49:57,2,inne,61,836
837,07:29:26,3,inne,30,837
838,02:42:19,5,drogowe,22,838
839,00:17:03,4,inne,53,839
840,02:28:29,1,drogowe,82,840
841,04:47:11,5,inne,17,841
842,14:45:51,2,inne,70,842
843,05:48:35,5,inne,27,843
844,11:29:09,4,drogowe,58,844
